"Year","Emission category","Greenhouse gas","Emission, thousand tonnes of CO2 eq. (GWP=AR5)"
"2011","3B4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"2011","3B4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"2011","3B5 Indirect N2O emissions from manure management","Total",79
"2011","3B5 Indirect N2O emissions from manure management","Carbon dioxide (CO2)",-
"2011","3B5 Indirect N2O emissions from manure management","Methane (CH4)",-
"2011","3B5 Indirect N2O emissions from manure management","Nitrous oxide (N2O)",79
"2011","3B5 Indirect N2O emissions from manure management","F-gases (HFCs+PFCs+SF6)",-
"2011","3B5 Indirect N2O emissions from manure management","Hydrofluorocarbons (HFCs)",-
"2011","3B5 Indirect N2O emissions from manure management","Perfluorocarbons (PFCs)",-
"2011","3B5 Indirect N2O emissions from manure management","Sulfur hexafluoride (SF6)",-
"2011","3D Agricultural soils","Total",2970
"2011","3D Agricultural soils","Carbon dioxide (CO2)",-
"2011","3D Agricultural soils","Methane (CH4)",-
"2011","3D Agricultural soils","Nitrous oxide (N2O)",2970
"2011","3D Agricultural soils","F-gases (HFCs+PFCs+SF6)",-
"2011","3D Agricultural soils","Hydrofluorocarbons (HFCs)",-
"2011","3D Agricultural soils","Perfluorocarbons (PFCs)",-
"2011","3D Agricultural soils","Sulfur hexafluoride (SF6)",-
"2011","3Da Direct N2O emissions from managed soils","Total",2711
"2011","3Da Direct N2O emissions from managed soils","Carbon dioxide (CO2)",-
"2011","3Da Direct N2O emissions from managed soils","Methane (CH4)",-
"2011","3Da Direct N2O emissions from managed soils","Nitrous oxide (N2O)",2711
"2011","3Da Direct N2O emissions from managed soils","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da Direct N2O emissions from managed soils","Hydrofluorocarbons (HFCs)",-
"2011","3Da Direct N2O emissions from managed soils","Perfluorocarbons (PFCs)",-
"2011","3Da Direct N2O emissions from managed soils","Sulfur hexafluoride (SF6)",-
"2011","3Da1 Inorganic N fertilizers","Total",609
"2011","3Da1 Inorganic N fertilizers","Carbon dioxide (CO2)",-
"2011","3Da1 Inorganic N fertilizers","Methane (CH4)",-
"2011","3Da1 Inorganic N fertilizers","Nitrous oxide (N2O)",609
"2011","3Da1 Inorganic N fertilizers","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da1 Inorganic N fertilizers","Hydrofluorocarbons (HFCs)",-
"2011","3Da1 Inorganic N fertilizers","Perfluorocarbons (PFCs)",-
"2011","3Da1 Inorganic N fertilizers","Sulfur hexafluoride (SF6)",-
"2011","3Da2 Organic N fertilizers","Total",307
"2011","3Da2 Organic N fertilizers","Carbon dioxide (CO2)",-
"2011","3Da2 Organic N fertilizers","Methane (CH4)",-
"2011","3Da2 Organic N fertilizers","Nitrous oxide (N2O)",307
"2011","3Da2 Organic N fertilizers","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da2 Organic N fertilizers","Hydrofluorocarbons (HFCs)",-
"2011","3Da2 Organic N fertilizers","Perfluorocarbons (PFCs)",-
"2011","3Da2 Organic N fertilizers","Sulfur hexafluoride (SF6)",-
"2011","3Da3 Urine and dung deposited by grazing animals","Total",98
"2011","3Da3 Urine and dung deposited by grazing animals","Carbon dioxide (CO2)",-
"2011","3Da3 Urine and dung deposited by grazing animals","Methane (CH4)",-
"2011","3Da3 Urine and dung deposited by grazing animals","Nitrous oxide (N2O)",98
"2011","3Da3 Urine and dung deposited by grazing animals","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da3 Urine and dung deposited by grazing animals","Hydrofluorocarbons (HFCs)",-
"2011","3Da3 Urine and dung deposited by grazing animals","Perfluorocarbons (PFCs)",-
"2011","3Da3 Urine and dung deposited by grazing animals","Sulfur hexafluoride (SF6)",-
"2011","3Da4 Crop residues","Total",354
"2011","3Da4 Crop residues","Carbon dioxide (CO2)",-
"2011","3Da4 Crop residues","Methane (CH4)",-
"2011","3Da4 Crop residues","Nitrous oxide (N2O)",354
"2011","3Da4 Crop residues","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da4 Crop residues","Hydrofluorocarbons (HFCs)",-
"2011","3Da4 Crop residues","Perfluorocarbons (PFCs)",-
"2011","3Da4 Crop residues","Sulfur hexafluoride (SF6)",-
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",43
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",43
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2011","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Total",1300
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Carbon dioxide (CO2)",-
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Methane (CH4)",-
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Nitrous oxide (N2O)",1300
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","F-gases (HFCs+PFCs+SF6)",-
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Hydrofluorocarbons (HFCs)",-
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Perfluorocarbons (PFCs)",-
"2011","3Da6 Cultivation of organic soils of croplands and grasslands","Sulfur hexafluoride (SF6)",-
"2011","3Db Indirect N2O emissions from managed soils","Total",258
"2011","3Db Indirect N2O emissions from managed soils","Carbon dioxide (CO2)",-
"2011","3Db Indirect N2O emissions from managed soils","Methane (CH4)",-
"2011","3Db Indirect N2O emissions from managed soils","Nitrous oxide (N2O)",258
"2011","3Db Indirect N2O emissions from managed soils","F-gases (HFCs+PFCs+SF6)",-
"2011","3Db Indirect N2O emissions from managed soils","Hydrofluorocarbons (HFCs)",-
"2011","3Db Indirect N2O emissions from managed soils","Perfluorocarbons (PFCs)",-
"2011","3Db Indirect N2O emissions from managed soils","Sulfur hexafluoride (SF6)",-
"2011","3F Field burning of agricultural residues","Total",2
"2011","3F Field burning of agricultural residues","Carbon dioxide (CO2)",-
"2011","3F Field burning of agricultural residues","Methane (CH4)",2
"2011","3F Field burning of agricultural residues","Nitrous oxide (N2O)",0
"2011","3F Field burning of agricultural residues","F-gases (HFCs+PFCs+SF6)",-
"2011","3F Field burning of agricultural residues","Hydrofluorocarbons (HFCs)",-
"2011","3F Field burning of agricultural residues","Perfluorocarbons (PFCs)",-
"2011","3F Field burning of agricultural residues","Sulfur hexafluoride (SF6)",-
"2011","3G Liming","Total",200
"2011","3G Liming","Carbon dioxide (CO2)",200
"2011","3G Liming","Methane (CH4)",-
"2011","3G Liming","Nitrous oxide (N2O)",-
"2011","3G Liming","F-gases (HFCs+PFCs+SF6)",-
"2011","3G Liming","Hydrofluorocarbons (HFCs)",-
"2011","3G Liming","Perfluorocarbons (PFCs)",-
"2011","3G Liming","Sulfur hexafluoride (SF6)",-
"2011","3H Urea application","Total",3
"2011","3H Urea application","Carbon dioxide (CO2)",3
"2011","3H Urea application","Methane (CH4)",-
"2011","3H Urea application","Nitrous oxide (N2O)",-
"2011","3H Urea application","F-gases (HFCs+PFCs+SF6)",-
"2011","3H Urea application","Hydrofluorocarbons (HFCs)",-
"2011","3H Urea application","Perfluorocarbons (PFCs)",-
"2011","3H Urea application","Sulfur hexafluoride (SF6)",-
"2011","4 Land use, land-use change and forestry (LULUCF)","Total",-21620
"2011","4 Land use, land-use change and forestry (LULUCF)","Carbon dioxide (CO2)",-24507
"2011","4 Land use, land-use change and forestry (LULUCF)","Methane (CH4)",1027
"2011","4 Land use, land-use change and forestry (LULUCF)","Nitrous oxide (N2O)",1860
"2011","4 Land use, land-use change and forestry (LULUCF)","F-gases (HFCs+PFCs+SF6)",-
"2011","4 Land use, land-use change and forestry (LULUCF)","Hydrofluorocarbons (HFCs)",-
"2011","4 Land use, land-use change and forestry (LULUCF)","Perfluorocarbons (PFCs)",-
"2011","4 Land use, land-use change and forestry (LULUCF)","Sulfur hexafluoride (SF6)",-
"2011","4A Forest land","Total",-31772
"2011","4A Forest land","Carbon dioxide (CO2)",-34470
"2011","4A Forest land","Methane (CH4)",949
"2011","4A Forest land","Nitrous oxide (N2O)",1749
"2011","4A Forest land","F-gases (HFCs+PFCs+SF6)",-
"2011","4A Forest land","Hydrofluorocarbons (HFCs)",-
"2011","4A Forest land","Perfluorocarbons (PFCs)",-
"2011","4A Forest land","Sulfur hexafluoride (SF6)",-
"2011","4Ai1 Forest land: biomass (mineral soils)","Total",-22864
"2011","4Ai1 Forest land: biomass (mineral soils)","Carbon dioxide (CO2)",-22864
"2011","4Ai1 Forest land: biomass (mineral soils)","Methane (CH4)",-
"2011","4Ai1 Forest land: biomass (mineral soils)","Nitrous oxide (N2O)",-
"2011","4Ai1 Forest land: biomass (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2011","4Ai1 Forest land: biomass (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2011","4Ai1 Forest land: biomass (mineral soils)","Perfluorocarbons (PFCs)",-
"2011","4Ai1 Forest land: biomass (mineral soils)","Sulfur hexafluoride (SF6)",-
"2011","4Ai2 Forest land: biomass (organic soils)","Total",-13362
"2011","4Ai2 Forest land: biomass (organic soils)","Carbon dioxide (CO2)",-13362
"2011","4Ai2 Forest land: biomass (organic soils)","Methane (CH4)",-
"2011","4Ai2 Forest land: biomass (organic soils)","Nitrous oxide (N2O)",-
"2011","4Ai2 Forest land: biomass (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2011","4Ai2 Forest land: biomass (organic soils)","Hydrofluorocarbons (HFCs)",-
"2011","4Ai2 Forest land: biomass (organic soils)","Perfluorocarbons (PFCs)",-
"2011","4Ai2 Forest land: biomass (organic soils)","Sulfur hexafluoride (SF6)",-
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Total",-3344
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Carbon dioxide (CO2)",-3344
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Methane (CH4)",-
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Nitrous oxide (N2O)",-
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Perfluorocarbons (PFCs)",-
"2011","4Aiv Forest land: DOM + SOM (mineral soils)","Sulfur hexafluoride (SF6)",-
"2011","4Av Forest land: DOM + SOM (organic soils)","Total",5100
"2011","4Av Forest land: DOM + SOM (organic soils)","Carbon dioxide (CO2)",5100
"2011","4Av Forest land: DOM + SOM (organic soils)","Methane (CH4)",-
"2011","4Av Forest land: DOM + SOM (organic soils)","Nitrous oxide (N2O)",-
"2011","4Av Forest land: DOM + SOM (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2011","4Av Forest land: DOM + SOM (organic soils)","Hydrofluorocarbons (HFCs)",-
"2011","4Av Forest land: DOM + SOM (organic soils)","Perfluorocarbons (PFCs)",-
"2011","4Av Forest land: DOM + SOM (organic soils)","Sulfur hexafluoride (SF6)",-
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Total",15
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Carbon dioxide (CO2)",-
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Methane (CH4)",-
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Nitrous oxide (N2O)",15
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","F-gases (HFCs+PFCs+SF6)",-
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Hydrofluorocarbons (HFCs)",-
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Perfluorocarbons (PFCs)",-
"2011","4A(i) Forest land: direct N2O emissions from N-fertilization","Sulfur hexafluoride (SF6)",-
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Total",2681
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Carbon dioxide (CO2)",-
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Methane (CH4)",948
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Nitrous oxide (N2O)",1733
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","F-gases (HFCs+PFCs+SF6)",-
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Hydrofluorocarbons (HFCs)",-
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Perfluorocarbons (PFCs)",-
"2011","4A(ii) Forest land: emissions and removals from drainage and rewetting","Sulfur hexafluoride (SF6)",-
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",1
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",1
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2011","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Total",2
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Carbon dioxide (CO2)",-
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Methane (CH4)",1
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Nitrous oxide (N2O)",1
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","F-gases (HFCs+PFCs+SF6)",-
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Hydrofluorocarbons (HFCs)",-
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Perfluorocarbons (PFCs)",-
"2011","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Sulfur hexafluoride (SF6)",-
"2011","4B Cropland","Total",7589
"2011","4B Cropland","Carbon dioxide (CO2)",7581
"2011","4B Cropland","Methane (CH4)",-
"2011","4B Cropland","Nitrous oxide (N2O)",7
"2011","4B Cropland","F-gases (HFCs+PFCs+SF6)",-
"2011","4B Cropland","Hydrofluorocarbons (HFCs)",-
"2011","4B Cropland","Perfluorocarbons (PFCs)",-
"2011","4B Cropland","Sulfur hexafluoride (SF6)",-
"2011","4Bi Cropland: biomass","Total",853
"2011","4Bi Cropland: biomass","Carbon dioxide (CO2)",853
"2011","4Bi Cropland: biomass","Methane (CH4)",-
"2011","4Bi Cropland: biomass","Nitrous oxide (N2O)",-
"2011","4Bi Cropland: biomass","F-gases (HFCs+PFCs+SF6)",-
"2011","4Bi Cropland: biomass","Hydrofluorocarbons (HFCs)",-
"2011","4Bi Cropland: biomass","Perfluorocarbons (PFCs)",-
"2011","4Bi Cropland: biomass","Sulfur hexafluoride (SF6)",-
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Total",628
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Carbon dioxide (CO2)",628
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Methane (CH4)",-
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Nitrous oxide (N2O)",-
"2011","4Biv Cropland: DOM + SOM (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Perfluorocarbons (PFCs)",-
"2011","4Biv Cropland: DOM + SOM (mineral soils)","Sulfur hexafluoride (SF6)",-
"2011","4Bv Cropland: DOM + SOM (organic soils)","Total",6101
"2011","4Bv Cropland: DOM + SOM (organic soils)","Carbon dioxide (CO2)",6101
"2011","4Bv Cropland: DOM + SOM (organic soils)","Methane (CH4)",-
"2011","4Bv Cropland: DOM + SOM (organic soils)","Nitrous oxide (N2O)",-
"2011","4Bv Cropland: DOM + SOM (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2011","4Bv Cropland: DOM + SOM (organic soils)","Hydrofluorocarbons (HFCs)",-
"2011","4Bv Cropland: DOM + SOM (organic soils)","Perfluorocarbons (PFCs)",-
"2011","4Bv Cropland: DOM + SOM (organic soils)","Sulfur hexafluoride (SF6)",-
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",7
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",7
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2011","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2011","4C Grassland","Total",765
"2011","4C Grassland","Carbon dioxide (CO2)",764
"2011","4C Grassland","Methane (CH4)",0
"2011","4C Grassland","Nitrous oxide (N2O)",1
"2011","4C Grassland","F-gases (HFCs+PFCs+SF6)",-
"2011","4C Grassland","Hydrofluorocarbons (HFCs)",-
"2011","4C Grassland","Perfluorocarbons (PFCs)",-
"2011","4C Grassland","Sulfur hexafluoride (SF6)",-
"2011","4Ci Grassland: biomass","Total",-82
"2011","4Ci Grassland: biomass","Carbon dioxide (CO2)",-82
"2011","4Ci Grassland: biomass","Methane (CH4)",-
"2011","4Ci Grassland: biomass","Nitrous oxide (N2O)",-
"2011","4Ci Grassland: biomass","F-gases (HFCs+PFCs+SF6)",-
"2011","4Ci Grassland: biomass","Hydrofluorocarbons (HFCs)",-
